image_name,image_url,images,URL
amy_smith_simple_designs_to_save_a_life.png,https://pe.tedcdn.com/images/ted/1527_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1527_253x190.jpg', 'path': 'headshot/full/amy_smith_simple_designs_to_save_a_life.png', 'checksum': '02ad21f0540011eb0dbe41eab9da0d07'}]",https://www.ted.com/talks/amy_smith_shares_simple_lifesaving_design
jennifer_lin_improvising_on_piano_aged_14.png,https://pe.tedcdn.com/images/ted/1413_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1413_254x191.jpg', 'path': 'headshot/full/jennifer_lin_improvising_on_piano_aged_14.png', 'checksum': '61c9add2e51d640b56559194552ca8bc'}]",https://www.ted.com/talks/jennifer_lin_improvs_piano_magic
ross_lovegrove_organic_design_inspired_by_nature.png,https://pe.tedcdn.com/images/ted/1410_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1410_254x191.jpg', 'path': 'headshot/full/ross_lovegrove_organic_design_inspired_by_nature.png', 'checksum': '7e72ae5031bf2100f4b5a5738d109ff8'}]",https://www.ted.com/talks/ross_lovegrove_shares_organic_designs
richard_baraniuk_the_birth_of_the_open_source_learning_revolution.png,https://pe.tedcdn.com/images/ted/1414_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1414_254x191.jpg', 'path': 'headshot/full/richard_baraniuk_the_birth_of_the_open_source_learning_revolution.png', 'checksum': '3cf4bd8cb9a0d5afad917d407bef9ae6'}]",https://www.ted.com/talks/richard_baraniuk_on_open_source_learning
jimmy_wales_the_birth_of_wikipedia.png,https://pe.tedcdn.com/images/ted/1332_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1332_253x190.jpg', 'path': 'headshot/full/jimmy_wales_the_birth_of_wikipedia.png', 'checksum': '3ddda77aad058e0c5b0167084e1abb17'}]",https://www.ted.com/talks/jimmy_wales_on_the_birth_of_wikipedia
ze_frank_nerdcore_comedy.png,https://pe.tedcdn.com/images/ted/3097a66d82f8a284f43f835770f610e8c730c16c_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/3097a66d82f8a284f43f835770f610e8c730c16c_254x191.jpg', 'path': 'headshot/full/ze_frank_nerdcore_comedy.png', 'checksum': '7c992dbd0b6b4bcf75c3998e54b58040'}]",https://www.ted.com/talks/ze_frank_s_nerdcore_comedy
mena_trott_meet_the_founder_of_the_blog_revolution.png,https://pe.tedcdn.com/images/ted/1421_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1421_253x190.jpg', 'path': 'headshot/full/mena_trott_meet_the_founder_of_the_blog_revolution.png', 'checksum': 'e07e72ab07312eca95e2851375e502fe'}]",https://www.ted.com/talks/mena_trott_tours_her_blog_world
helen_fisher_why_we_love_why_we_cheat.png,https://pe.tedcdn.com/images/ted/a390d3e37a2f9f68f9a2f4f664e66bc694d7a699_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/a390d3e37a2f9f68f9a2f4f664e66bc694d7a699_254x191.jpg', 'path': 'headshot/full/helen_fisher_why_we_love_why_we_cheat.png', 'checksum': '7e41ea9f553f144300149078320617f6'}]",https://www.ted.com/talks/helen_fisher_tells_us_why_we_love_cheat
eve_ensler_happiness_in_body_and_soul.png,https://pe.tedcdn.com/images/ted/92637df5bef7ff965a873d7612f65700f73e1861_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/92637df5bef7ff965a873d7612f65700f73e1861_254x191.jpg', 'path': 'headshot/full/eve_ensler_happiness_in_body_and_soul.png', 'checksum': '6c2cb80b446764a9b5c5d25c527073c0'}]",https://www.ted.com/talks/eve_ensler_on_happiness_in_body_and_soul
david_deutsch_chemical_scum_that_dream_of_distant_quasars.png,https://pe.tedcdn.com/images/ted/b5bd878df6cbd99d226018b2653636f66824e499_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/b5bd878df6cbd99d226018b2653636f66824e499_254x191.jpg', 'path': 'headshot/full/david_deutsch_chemical_scum_that_dream_of_distant_quasars.png', 'checksum': '5ed6f312186bf0e71c001ac6ac1d0441'}]",https://www.ted.com/talks/david_deutsch_on_our_place_in_the_cosmos
richard_dawkins_why_the_universe_seems_so_strange.png,https://pe.tedcdn.com/images/ted/1477_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1477_254x191.jpg', 'path': 'headshot/full/richard_dawkins_why_the_universe_seems_so_strange.png', 'checksum': '74de67991a87b4bb8f8e08a3fe017f8d'}]",https://www.ted.com/talks/richard_dawkins_on_our_queer_universe
steven_levitt_the_freakonomics_of_crack_dealing.png,https://pe.tedcdn.com/images/ted/1407_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1407_254x191.jpg', 'path': 'headshot/full/steven_levitt_the_freakonomics_of_crack_dealing.png', 'checksum': '9e8346cbb4cdfe487b723dac41c1cfcd'}]",https://www.ted.com/talks/steven_levitt_analyzes_crack_economics
malcolm_gladwell_choice_happiness_and_spaghetti_sauce.png,https://pe.tedcdn.com/images/ted/1e7d7849a7ac163d525fbe888a7cb71fcf9c6fe0_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1e7d7849a7ac163d525fbe888a7cb71fcf9c6fe0_254x191.jpg', 'path': 'headshot/full/malcolm_gladwell_choice_happiness_and_spaghetti_sauce.png', 'checksum': '1f92ae18f8787c838ae2a6a3571cb6b6'}]",https://www.ted.com/talks/malcolm_gladwell_on_spaghetti_sauce
dan_gilbert_the_surprising_science_of_happiness.png,https://pe.tedcdn.com/images/ted/1990_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1990_254x191.jpg', 'path': 'headshot/full/dan_gilbert_the_surprising_science_of_happiness.png', 'checksum': '02afa9ff763a12cf09d1da79feb76302'}]",https://www.ted.com/talks/dan_gilbert_asks_why_are_we_happy
eva_vertes_meet_the_future_of_cancer_research.png,https://pe.tedcdn.com/images/ted/857138c8562f97307725a26167a0c2687d92e5c3_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/857138c8562f97307725a26167a0c2687d92e5c3_254x191.jpg', 'path': 'headshot/full/eva_vertes_meet_the_future_of_cancer_research.png', 'checksum': '8f9b5110afbf71a3f6400bdca6e44318'}]",https://www.ted.com/talks/eva_vertes_looks_to_the_future_of_medicine
barry_schwartz_the_paradox_of_choice.png,https://pe.tedcdn.com/images/ted/ac3627e883faae0e4781eef6c0ead1fac1a9cb03_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/ac3627e883faae0e4781eef6c0ead1fac1a9cb03_254x191.jpg', 'path': 'headshot/full/barry_schwartz_the_paradox_of_choice.png', 'checksum': '60a2a5b203e59bbca28ed40f9723e397'}]",https://www.ted.com/talks/barry_schwartz_on_the_paradox_of_choice
aubrey_de_grey_a_roadmap_to_end_aging.png,https://pe.tedcdn.com/images/ted/16458d0f5725d3a196b41a965991a673c1a16729_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/16458d0f5725d3a196b41a965991a673c1a16729_254x191.jpg', 'path': 'headshot/full/aubrey_de_grey_a_roadmap_to_end_aging.png', 'checksum': '2a1254b7a38ef70885e0e07136f1102c'}]",https://www.ted.com/talks/aubrey_de_grey_says_we_can_avoid_aging
iqbal_quadir_how_mobile_phones_can_fight_poverty.png,https://pe.tedcdn.com/images/ted/1311_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1311_253x190.jpg', 'path': 'headshot/full/iqbal_quadir_how_mobile_phones_can_fight_poverty.png', 'checksum': '7ba547c658af517f5786ddfb01b47602'}]",https://www.ted.com/talks/iqbal_quadir_says_mobiles_fight_poverty
jacqueline_novogratz_invest_in_africa_s_own_solutions.png,https://pe.tedcdn.com/images/ted/1614_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1614_254x191.jpg', 'path': 'headshot/full/jacqueline_novogratz_invest_in_africa_s_own_solutions.png', 'checksum': '77e11c694ad77356f03b951331080e78'}]",https://www.ted.com/talks/jacqueline_novogratz_invests_in_ending_poverty
sasa_vucinic_why_we_should_invest_in_a_free_press.png,https://pe.tedcdn.com/images/ted/1310_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1310_253x190.jpg', 'path': 'headshot/full/sasa_vucinic_why_we_should_invest_in_a_free_press.png', 'checksum': 'a0c06b0f328d179b52d776d30b9a1e0e'}]",https://www.ted.com/talks/sasa_vucinic_invests_in_free_press
ashraf_ghani_how_to_rebuild_a_broken_state.png,https://pe.tedcdn.com/images/ted/1441_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1441_253x190.jpg', 'path': 'headshot/full/ashraf_ghani_how_to_rebuild_a_broken_state.png', 'checksum': '44207b10abe8ad89cc340ffd44e8f0a7'}]",https://www.ted.com/talks/ashraf_ghani_on_rebuilding_broken_states
burt_rutan_the_real_future_of_space_exploration.png,https://pe.tedcdn.com/images/ted/1439_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1439_253x190.jpg', 'path': 'headshot/full/burt_rutan_the_real_future_of_space_exploration.png', 'checksum': 'db75de620a2b02b476141f4795d2739f'}]",https://www.ted.com/talks/burt_rutan_sees_the_future_of_space
ben_saunders_why_did_i_ski_to_the_north_pole.png,https://pe.tedcdn.com/images/ted/ccee2996dc81f05916a7e18207c8321d1d5a479d_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/ccee2996dc81f05916a7e18207c8321d1d5a479d_254x191.jpg', 'path': 'headshot/full/ben_saunders_why_did_i_ski_to_the_north_pole.png', 'checksum': 'ca4a1a2fd7cb2ed506bcba7459b48eeb'}]",https://www.ted.com/talks/ben_saunders_skis_to_the_north_pole
bono_my_wish_three_actions_for_africa.png,https://pe.tedcdn.com/images/ted/1300_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1300_253x190.jpg', 'path': 'headshot/full/bono_my_wish_three_actions_for_africa.png', 'checksum': '8bc072982b60bf586b389af96e7314c8'}]",https://www.ted.com/talks/bono_s_call_to_action_for_africa
edward_burtynsky_my_wish_manufactured_landscapes_and_green_education.png,https://pe.tedcdn.com/images/ted/396_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/396_254x191.jpg', 'path': 'headshot/full/edward_burtynsky_my_wish_manufactured_landscapes_and_green_education.png', 'checksum': '93ef1aaad6751156110621b257cb6074'}]",https://www.ted.com/talks/edward_burtynsky_on_manufactured_landscapes
robert_fischell_my_wish_three_unusual_medical_inventions.png,https://pe.tedcdn.com/images/ted/1314_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1314_253x190.jpg', 'path': 'headshot/full/robert_fischell_my_wish_three_unusual_medical_inventions.png', 'checksum': 'c382b0e8679c1138bd4fd6662ec261ee'}]",https://www.ted.com/talks/robert_fischell_on_medical_inventing
peter_donnelly_how_juries_are_fooled_by_statistics.png,https://pe.tedcdn.com/images/ted/1298_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1298_254x191.jpg', 'path': 'headshot/full/peter_donnelly_how_juries_are_fooled_by_statistics.png', 'checksum': 'bf23efd0a3a10456a03601e37c77a5ea'}]",https://www.ted.com/talks/peter_donnelly_shows_how_stats_fool_juries
michael_shermer_why_people_believe_weird_things.png,https://pe.tedcdn.com/images/ted/1420_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1420_254x191.jpg', 'path': 'headshot/full/michael_shermer_why_people_believe_weird_things.png', 'checksum': '2c84076095d47965e928cc62c082b3e6'}]",https://www.ted.com/talks/michael_shermer_on_believing_strange_things
ray_kurzweil_the_accelerating_power_of_technology.png,https://pe.tedcdn.com/images/ted/1328_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1328_253x190.jpg', 'path': 'headshot/full/ray_kurzweil_the_accelerating_power_of_technology.png', 'checksum': 'aef47781400db983c71ac78b5fc27d85'}]",https://www.ted.com/talks/ray_kurzweil_on_how_technology_will_transform_us
kevin_kelly_how_technology_evolves.png,https://pe.tedcdn.com/images/ted/acb97e31618fc6a9e367baec3659e198d5dea0db_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/acb97e31618fc6a9e367baec3659e198d5dea0db_254x191.jpg', 'path': 'headshot/full/kevin_kelly_how_technology_evolves.png', 'checksum': 'e5be151e6f062cdc0471047e6c64aced'}]",https://www.ted.com/talks/kevin_kelly_on_how_technology_evolves
peter_gabriel_fight_injustice_with_raw_video.png,https://pe.tedcdn.com/images/ted/1419_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1419_253x190.jpg', 'path': 'headshot/full/peter_gabriel_fight_injustice_with_raw_video.png', 'checksum': '67a88273a1a4fc5ddc245adecd17ff0e'}]",https://www.ted.com/talks/peter_gabriel_fights_injustice_with_video
richard_st_john_8_secrets_of_success.png,https://pe.tedcdn.com/images/ted/1363_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1363_253x190.jpg', 'path': 'headshot/full/richard_st_john_8_secrets_of_success.png', 'checksum': 'e7e7a71c2a61ffe4faad2b96634ee28e'}]",https://www.ted.com/talks/richard_st_john_s_8_secrets_of_success
rives_if_i_controlled_the_internet.png,https://pe.tedcdn.com/images/ted/ae0c178f2ef16b45c2791e5608ef84fd0f3d5850_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/ae0c178f2ef16b45c2791e5608ef84fd0f3d5850_254x191.jpg', 'path': 'headshot/full/rives_if_i_controlled_the_internet.png', 'checksum': '3cb903cf06fa6983d19b573684a5268d'}]",https://www.ted.com/talks/rives_controls_the_internet
dean_ornish_the_killer_american_diet_that_s_sweeping_the_planet.png,https://pe.tedcdn.com/images/ted/57583_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/57583_254x191.jpg', 'path': 'headshot/full/dean_ornish_the_killer_american_diet_that_s_sweeping_the_planet.png', 'checksum': '42f6eb3446fe5b86d2e9f5fefdb2c4e0'}]",https://www.ted.com/talks/dean_ornish_on_the_world_s_killer_diet
robert_neuwirth_the_hidden_world_of_shadow_cities.png,https://pe.tedcdn.com/images/ted/22724bc80180827188cb1dc653e0525041731b78_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/22724bc80180827188cb1dc653e0525041731b78_254x191.jpg', 'path': 'headshot/full/robert_neuwirth_the_hidden_world_of_shadow_cities.png', 'checksum': '7f9088e5e812227490f7a5002528e083'}]",https://www.ted.com/talks/robert_neuwirth_on_our_shadow_cities
bjorn_lomborg_global_priorities_bigger_than_climate_change.png,https://pe.tedcdn.com/images/ted/1302_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1302_254x191.jpg', 'path': 'headshot/full/bjorn_lomborg_global_priorities_bigger_than_climate_change.png', 'checksum': '749a9cc2d83efaf696877641d22c34fe'}]",https://www.ted.com/talks/bjorn_lomborg_sets_global_priorities
wade_davis_dreams_from_endangered_cultures.png,https://pe.tedcdn.com/images/ted/cb56a4c3606a6fb2acc9a03944eb2be1503b74dc_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/cb56a4c3606a6fb2acc9a03944eb2be1503b74dc_254x191.jpg', 'path': 'headshot/full/wade_davis_dreams_from_endangered_cultures.png', 'checksum': '0d3fcae32f35ce429a098c931cbb5ac6'}]",https://www.ted.com/talks/wade_davis_on_endangered_cultures
phil_borges_photos_of_endangered_cultures.png,https://pe.tedcdn.com/images/ted/1377_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1377_254x191.jpg', 'path': 'headshot/full/phil_borges_photos_of_endangered_cultures.png', 'checksum': 'b5d38484257fdca1e5a67e7d6262c25f'}]",https://www.ted.com/talks/phil_borges_on_endangered_cultures
martin_rees_is_this_our_final_century.png,https://pe.tedcdn.com/images/ted/1330_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1330_253x190.jpg', 'path': 'headshot/full/martin_rees_is_this_our_final_century.png', 'checksum': '65891fad0ca1197ee314b61b31d8a549'}]",https://www.ted.com/talks/martin_rees_asks_is_this_our_final_century
robert_wright_progress_is_not_a_zero_sum_game.png,https://pe.tedcdn.com/images/ted/1299_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1299_253x190.jpg', 'path': 'headshot/full/robert_wright_progress_is_not_a_zero_sum_game.png', 'checksum': '23a3725e99de9105293da6dc603c91c2'}]",https://www.ted.com/talks/robert_wright_on_optimism
steven_johnson_how_the_ghost_map_helped_end_a_killer_disease.png,https://pe.tedcdn.com/images/ted/e36791bf19e3779954c27c9c14c1fd22bd44a5e5_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/e36791bf19e3779954c27c9c14c1fd22bd44a5e5_254x191.jpg', 'path': 'headshot/full/steven_johnson_how_the_ghost_map_helped_end_a_killer_disease.png', 'checksum': 'ebbb73bcdff01d41093dba026f6dc28b'}]",https://www.ted.com/talks/steven_johnson_tours_the_ghost_map
charles_leadbeater_the_era_of_open_innovation.png,https://pe.tedcdn.com/images/ted/40_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/40_253x190.jpg', 'path': 'headshot/full/charles_leadbeater_the_era_of_open_innovation.png', 'checksum': 'da539c6cf9149165059621b98f00c105'}]",https://www.ted.com/talks/charles_leadbeater_on_innovation
pilobolus_a_dance_of_symbiosis.png,https://pe.tedcdn.com/images/ted/1415_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1415_253x190.jpg', 'path': 'headshot/full/pilobolus_a_dance_of_symbiosis.png', 'checksum': '733794a55a8bf628f8cdadccb39ba340'}]",https://www.ted.com/talks/pilobolus_perform_symbiosis
anna_deavere_smith_four_american_characters.png,https://pe.tedcdn.com/images/ted/1fedcb774749e64ae621544688d8d2116a0e2f93_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1fedcb774749e64ae621544688d8d2116a0e2f93_254x191.jpg', 'path': 'headshot/full/anna_deavere_smith_four_american_characters.png', 'checksum': '6a3689c556b570f8426414421e9b4545'}]",https://www.ted.com/talks/anna_deavere_smith_s_american_character
saul_griffith_everyday_inventions.png,https://pe.tedcdn.com/images/ted/1325_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1325_254x191.jpg', 'path': 'headshot/full/saul_griffith_everyday_inventions.png', 'checksum': '84f8977bcc1d31359d187a7bcb3f3632'}]",https://www.ted.com/talks/saul_griffith_on_everyday_inventions
neil_gershenfeld_unleash_your_creativity_in_a_fab_lab.png,https://pe.tedcdn.com/images/ted/05383a3cc6e156a8572785a7aa21468bc8023efc_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/05383a3cc6e156a8572785a7aa21468bc8023efc_254x191.jpg', 'path': 'headshot/full/neil_gershenfeld_unleash_your_creativity_in_a_fab_lab.png', 'checksum': '3d2f0efc6c5c0366f17adb2fa97ae01e'}]",https://www.ted.com/talks/neil_gershenfeld_on_fab_labs
carl_honore_in_praise_of_slowness.png,https://pe.tedcdn.com/images/ted/fa0b1a71f62f5fa3d520ac5e0544d78e54faaab8_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/fa0b1a71f62f5fa3d520ac5e0544d78e54faaab8_254x191.jpg', 'path': 'headshot/full/carl_honore_in_praise_of_slowness.png', 'checksum': 'baf6dde8891984f7dcf589aab3106f15'}]",https://www.ted.com/talks/carl_honore_praises_slowness
bill_clinton_my_wish_rebuilding_rwanda.png,https://pe.tedcdn.com/images/ted/1358_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1358_254x191.jpg', 'path': 'headshot/full/bill_clinton_my_wish_rebuilding_rwanda.png', 'checksum': '2a2f862521464ed77f6992c78ff8a4ce'}]",https://www.ted.com/talks/bill_clinton_on_rebuilding_rwanda
e_o_wilson_my_wish_build_the_encyclopedia_of_life.png,https://pe.tedcdn.com/images/ted/1357_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1357_253x190.jpg', 'path': 'headshot/full/e_o_wilson_my_wish_build_the_encyclopedia_of_life.png', 'checksum': '81c9d78e06335b40a4630bb61d0fff53'}]",https://www.ted.com/talks/e_o_wilson_on_saving_life_on_earth
james_nachtwey_my_wish_let_my_photographs_bear_witness.png,https://pe.tedcdn.com/images/ted/1468_254x191.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1468_254x191.jpg', 'path': 'headshot/full/james_nachtwey_my_wish_let_my_photographs_bear_witness.png', 'checksum': '7a853d378cdad19d17e2a20f81597f47'}]",https://www.ted.com/talks/james_nachtwey_s_searing_pictures_of_war
jane_goodall_what_separates_us_from_chimpanzees.png,https://pe.tedcdn.com/images/ted/1433_253x190.jpg,"[{'url': 'https://pe.tedcdn.com/images/ted/1433_253x190.jpg', 'path': 'headshot/full/jane_goodall_what_separates_us_from_chimpanzees.png', 'checksum': '4f2f6f2ea252326a1b997650608f420b'}]",https://www.ted.com/talks/jane_goodall_on_what_separates_us_from_the_apes
